Organism	Protein	COG	Cat	Annotation
277	321	COG3425	I	3-hydroxy-3-methylglutaryl CoA synthase
175	238	COG3433	I Q	Acyl carrier protein/domain
89	92	COG3470	M I	Uncharacterized conserved protein probably involved in high-affinity Fe2+ transport
88	139	COG3475	I	Phosphorylcholine metabolism protein LicD
22	25	COG3675	I	Predicted lipase
98	109	COG3697	H I	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)
119	149	COG3777	I	Hydroxyacyl-ACP dehydratase HTD2, hotdog domain
490	1824	COG3832	I	Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain
104	136	COG3882	I	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis
154	164	COG3884	I	Acyl-ACP thioesterase
10	10	COG3890	I	Phosphomevalonate kinase
198	253	COG3963	I	Phosphatidylethanolamine N-methyltransferase
132	163	COG3967	M I	Short-chain dehydrogenase involved in D-alanine esterification of teichoic acids
133	141	COG4247	I	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)
124	128	COG4281	I	Acyl-CoA-binding protein
328	395	COG4395	I	Predicted lipid-binding transport protein, Tim44 family
130	137	COG4539	I	2-hydroxy fatty acid dioxygenase MPO1 (alpha-oxidation of fatty acids)
195	249	COG4553	I	Poly-beta-hydroxyalkanoate depolymerase
245	282	COG4667	I	Predicted phospholipase, patatin/cPLA2 family
197	264	COG4670	I	Acyl CoA:acetate/3-ketoacid CoA transferase
127	210	COG4677	G I	Pectin methylesterase and related acyl-CoA thioesterases
167	179	COG4706	I	Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain
34	47	COG4750	M I	CTP:phosphocholine cytidylyltransferase LicC
1048	2274	COG4770	I	Acetyl/propionyl-CoA carboxylase, alpha subunit
44	47	COG4781	I	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain
786	1697	COG4799	I	Acetyl-CoA carboxylase, carboxyltransferase component
180	210	COG4850	I	Phosphatidate phosphatase APP1
94	105	COG4894	I	Putative phospholipid scramblase YxjI, Tubby2 superfamily
26	27	COG4981	I	Enoyl reductase domain of yeast-type fatty acid synthase
28	30	COG4982	I	3-oxoacyl-ACP reductase domain of yeast-type fatty acid synthase FAS1
16	18	COG5029	O I	Prenyltransferase, beta subunit
19	19	COG5050	I	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases
12	13	COG5083	I	Phosphatidate phosphatase PAH1, contains Lipin and LNS2 domains. can be involved in plasmid maintenance
32	35	COG5274	C I	Cytochrome b involved in lipid metabolism
79	82	COG5379	I	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase
